CITIZEN,GEO,Y2015M01,Y2015M02,Y2015M03,Y2015M04,Y2015M05,Y2015M06,Y2015M07,Y2015M08,Y2015M09,Y2015M10,Y2015M11,Y2015M12
Saudi Arabia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,Italy,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,Malta,0,0,0,0,0,0,0,0,0,,,
Saudi Arabia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,Romania,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Spain,0,0,0,0,0,0,0,0,0,,,
Saudi Arabia,Sweden,5,0,0,15,0,0,5,5,0,0,5,
Saudi Arabia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,UK,10,0,0,5,0,5,0,5,5,5,,
Senegal,Austria,5,5,0,5,5,0,10,10,20,10,,
Senegal,Belgium,20,25,20,25,15,30,20,20,30,30,10,
Senegal,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Senegal,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Senegal,Denmark,0,0,0,0,0,0,0,0,0,5,,
Senegal,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Finland,0,0,5,0,0,0,0,0,5,0,0,
Senegal,France,25,25,70,40,20,30,45,35,45,65,,
Senegal,Germany,155,120,55,115,135,180,145,115,95,35,40,10
Senegal,Greece,0,0,0,5,0,5,15,10,10,10,,
Senegal,Hungary,5,0,5,5,5,20,80,200,25,0,0,
Senegal,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Ireland,0,0,0,0,0,0,0,0,0,0,,
Senegal,Italy,470,600,650,475,490,420,575,575,715,625,450,
Senegal,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Senegal,Malta,0,25,0,0,0,0,0,0,0,,,
Senegal,Netherlands,0,0,0,0,0,0,5,5,0,5,,
Senegal,Norway,0,0,0,0,0,0,0,0,5,0,20,0
Senegal,Poland,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Portugal,0,0,0,0,0,0,0,0,0,0,,
Senegal,Romania,0,0,0,0,0,0,0,0,0,0,,
Senegal,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Senegal,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Spain,0,5,5,0,5,0,5,0,0,,,
Senegal,Sweden,5,0,0,0,0,0,10,5,10,10,0,
Senegal,Switzerland,30,30,35,25,30,25,30,20,25,60,40,
Senegal,UK,0,5,0,5,0,0,5,5,5,0,,
Serbia,Austria,55,15,35,35,40,25,45,15,25,15,,
Serbia,Belgium,35,15,40,30,25,50,40,30,30,35,15,
Serbia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Serbia,Croatia,0,0,0,5,0,0,0,0,0,0,0,
Serbia,Cyprus,0,0,0,0,0,5,0,0,0,0,,
Serbia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Serbia,Denmark,5,15,5,5,15,5,5,10,5,5,,
Serbia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Serbia,Finland,0,5,5,0,0,0,5,0,0,10,0,
Serbia,France,50,35,50,45,50,60,65,5,10,15,,
Serbia,Germany,3375,2925,2915,2370,2075,2300,2490,2595,2105,1500,1390,905
Serbia,Greece,0,0,0,0,0,0,0,0,0,0,,
Serbia,Hungary,5,25,5,10,15,5,10,5,5,5,0,
Serbia,Iceland,0,0,0,0,0,0,0,0,0,0,5,
Serbia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Serbia,Italy,10,10,15,5,10,5,10,10,10,20,15,
Serbia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Serbia,Lithuania,0,0,0,0,0,0,0,0,0,0,5,0
Serbia,Luxembourg,5,5,0,5,0,5,20,5,0,10,,
Serbia,Malta,0,0,0,0,0,0,0,0,0,,,
Serbia,Netherlands,25,20,25,15,35,25,25,20,30,85,,
Serbia,Norway,0,0,15,5,5,0,0,0,5,0,0,5
Serbia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Serbia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Serbia,Romania,0,0,0,0,0,0,0,5,0,0,,
Serbia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Serbia,Slovenia,0,0,0,0,0,0,0,0,0,0,5,0
Serbia,Spain,5,0,0,0,0,0,0,0,0,,,
Serbia,Sweden,130,170,105,80,75,70,65,65,100,50,75,
Serbia,Switzerland,25,25,10,15,25,20,20,15,15,25,10,
Serbia,UK,0,0,0,0,0,0,5,0,0,0,,
Sierra Leone,Austria,5,0,0,5,5,0,0,0,5,0,,
Sierra Leone,Belgium,0,0,0,5,0,0,0,5,0,0,5,
Sierra Leone,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Denmark,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Finland,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,France,10,10,10,10,5,10,5,5,5,5,,
Sierra Leone,Germany,35,30,25,15,25,40,35,45,25,25,0,5
Sierra Leone,Greece,5,5,5,0,0,0,0,0,5,0,,
Sierra Leone,Hungary,5,5,5,15,20,20,5,15,0,0,0,
Sierra Leone,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Ireland,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Italy,10,5,10,10,5,5,20,15,40,20,15,
Sierra Leone,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Malta,0,0,0,0,0,0,0,0,0,,,
Sierra Leone,Netherlands,0,10,10,10,10,5,5,5,15,10,,
Sierra Leone,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Poland,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Portugal,0,0,0,0,0,0,0,5,0,0,,
Sierra Leone,Romania,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Sierra Leone,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Spain,5,0,0,0,0,0,0,0,0,,,
Sierra Leone,Sweden,5,0,5,0,0,5,5,0,5,5,5,
Sierra Leone,Switzerland,5,5,5,5,5,5,5,5,5,5,10,
Sierra Leone,UK,5,10,15,5,5,0,10,15,5,5,,
Slovakia,Austria,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Belgium,0,0,0,0,0,0,5,0,0,15,0,
Slovakia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,France,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Greece,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Italy,,,,,,,,0,0,0,0,
Slovakia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Malta,0,0,0,0,0,0,0,0,0,,,
Slovakia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Romania,0,0,0,0,0,0,0,0,0,0,,
Slovakia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,Spain,0,0,0,0,0,0,0,0,0,,,
Slovakia,Sweden,0,0,0,0,0,0,0,0,0,0,5,
Slovakia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,UK,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Austria,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,France,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Greece,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Italy,,,,,,,,0,0,0,0,
Slovenia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Malta,0,0,0,0,0,0,0,0,0,,,
Slovenia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Romania,0,0,0,0,0,0,0,0,0,0,,
Slovenia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Spain,0,0,0,0,0,0,0,0,0,,,
Slovenia,Sweden,0,0,0,0,0,5,0,0,0,0,0,
Slovenia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,UK,0,0,0,0,0,0,0,0,0,0,,
Somalia,Austria,100,140,135,270,280,235,255,155,130,155,,
Somalia,Belgium,45,45,100,105,430,290,270,225,190,180,110,
Somalia,Bulgaria,0,0,0,0,0,0,0,0,5,0,0,
Somalia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Cyprus,0,5,10,5,5,0,5,0,10,10,,
Somalia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Somalia,Denmark,35,35,20,30,25,10,5,5,20,25,,
Somalia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Finland,45,65,80,70,185,215,285,335,490,115,50,
Somalia,France,75,50,95,80,95,95,110,120,110,125,,
Somalia,Germany,405,505,360,460,475,665,575,485,460,470,370,160
Somalia,Greece,15,15,10,10,5,10,15,10,5,5,,
Somalia,Hungary,10,20,15,30,10,40,85,70,45,5,0,
Somalia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Ireland,0,0,0,5,0,0,0,0,5,0,,
Somalia,Italy,50,45,75,45,90,60,110,40,35,55,65,
Somalia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Luxembourg,5,0,5,0,0,0,0,0,0,0,,
Somalia,Malta,5,5,0,0,5,0,5,10,10,,,
Somalia,Netherlands,35,35,35,30,35,25,25,25,35,55,,
Somalia,Norway,35,30,55,25,50,55,45,65,50,60,80,15
Somalia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Somalia,Romania,5,0,5,0,0,0,0,0,0,0,,
Somalia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Somalia,Slovenia,0,0,0,0,0,5,0,0,0,0,0,0
Somalia,Spain,5,0,25,20,5,5,0,15,5,,,
Somalia,Sweden,365,350,425,290,525,485,415,485,575,680,565,
Somalia,Switzerland,70,50,75,30,180,245,150,120,110,105,70,
Somalia,UK,30,40,40,35,25,40,35,30,20,40,,
South Africa,Austria,0,0,0,0,0,0,0,0,0,0,,
South Africa,Belgium,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Croatia,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Cyprus,0,0,0,0,0,0,0,0,0,0,,
South Africa,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
South Africa,Denmark,0,0,0,0,0,0,0,0,0,0,,
South Africa,Estonia,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Finland,0,0,0,0,0,0,0,0,0,0,0,
South Africa,France,0,5,0,5,5,0,5,0,0,0,,
South Africa,Germany,0,0,0,0,0,5,0,0,5,0,0,0
South Africa,Greece,0,0,0,0,0,0,0,0,0,0,,
South Africa,Hungary,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Iceland,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Ireland,5,5,5,0,5,5,0,5,5,5,,
South Africa,Italy,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Latvia,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
South Africa,Malta,0,0,0,0,0,0,0,0,0,,,
South Africa,Netherlands,0,0,0,0,0,0,0,0,0,0,,
South Africa,Norway,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Poland,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Portugal,0,0,0,0,0,0,0,0,0,0,,
South Africa,Romania,0,0,0,0,0,0,0,0,0,0,,
South Africa,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
South Africa,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Spain,0,0,0,0,0,0,0,0,0,,,
South Africa,Sweden,0,0,0,0,0,5,0,5,0,0,0,
South Africa,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
South Africa,UK,20,5,10,5,5,5,10,10,5,5,,
South Korea,Austria,0,0,0,0,0,0,0,0,0,0,,
South Korea,Belgium,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Croatia,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Cyprus,0,0,0,0,0,0,0,0,0,0,,
South Korea,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
South Korea,Denmark,0,0,0,0,0,0,0,0,0,0,,
South Korea,Estonia,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Finland,0,0,0,0,0,5,0,0,0,0,0,
South Korea,France,0,0,0,0,0,0,0,0,0,0,,
South Korea,Germany,0,0,0,0,0,0,0,0,0,0,5,0
South Korea,Greece,0,0,0,0,0,0,0,0,0,0,,
South Korea,Hungary,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Iceland,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Ireland,0,0,0,0,0,0,0,0,0,0,,
South Korea,Italy,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Latvia,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
South Korea,Malta,0,0,0,0,0,0,0,0,0,,,
South Korea,Netherlands,0,0,0,0,0,0,0,0,0,0,,
South Korea,Norway,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,Poland,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Portugal,0,0,0,0,0,0,0,0,0,0,,
South Korea,Romania,0,0,0,0,0,0,0,0,0,0,,
South Korea,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,Spain,0,0,0,0,0,0,0,0,0,,,
South Korea,Sweden,0,0,0,0,0,0,0,0,0,0,0,
South Korea,Switzerland,5,0,0,0,0,0,0,0,0,0,0,
South Korea,UK,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Austria,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Belgium,0,0,0,0,0,0,0,0,0,5,0,
South Sudan,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Croatia,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Cyprus,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Denmark,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Estonia,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Finland,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,France,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Germany,5,0,0,5,5,5,10,0,5,5,5,5
South Sudan,Greece,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Hungary,0,0,0,0,0,0,10,15,5,0,0,
South Sudan,Iceland,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Ireland,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Italy,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Latvia,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Malta,0,0,0,0,0,0,0,0,0,,,
South Sudan,Netherlands,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Norway,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Poland,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Portugal,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Romania,0,0,0,0,0,0,0,0,0,0,,
South Sudan,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Spain,0,0,0,0,0,0,0,0,0,,,
South Sudan,Sweden,0,0,0,0,0,0,0,0,0,0,0,
South Sudan,Switzerland,0,0,0,0,0,0,0,0,0,5,0,
South Sudan,UK,0,5,0,0,0,0,0,0,0,0,,
Sri Lanka,Austria,0,0,0,0,0,0,5,5,0,10,,
Sri Lanka,Belgium,25,15,10,20,15,15,20,5,25,5,5,
Sri Lanka,Bulgaria,0,0,0,5,0,5,0,0,5,0,0,
Sri Lanka,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Cyprus,0,5,5,5,5,5,10,5,5,5,,
Sri Lanka,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Sri Lanka,Denmark,0,0,0,0,0,5,0,0,0,5,,
Sri Lanka,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Finland,0,0,5,0,0,5,5,0,0,0,5,
Sri Lanka,France,165,165,200,180,120,140,160,90,120,150,,
Sri Lanka,Germany,50,35,20,30,25,55,30,20,25,30,25,10
Sri Lanka,Greece,0,0,0,0,5,0,0,0,0,0,,
Sri Lanka,Hungary,10,5,0,5,5,25,10,15,20,5,0,
Sri Lanka,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Ireland,0,0,0,0,0,0,0,0,0,0,,
Sri Lanka,Italy,5,15,10,5,5,5,10,5,5,10,10,
Sri Lanka,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,Luxembourg,0,0,0,0,0,0,0,0,5,0,,
Sri Lanka,Malta,0,0,0,0,0,0,0,0,0,,,
Sri Lanka,Netherlands,10,5,15,15,5,5,0,5,5,0,,
Sri Lanka,Norway,0,0,0,0,0,0,0,0,0,5,10,0
Sri Lanka,Poland,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Portugal,0,0,0,0,0,0,0,0,0,0,,
Sri Lanka,Romania,0,0,0,0,0,0,0,10,0,5,,
Sri Lanka,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Sri Lanka,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,Spain,0,0,5,0,0,0,5,0,5,,,
Sri Lanka,Sweden,5,5,0,0,0,5,5,5,0,0,0,
Sri Lanka,Switzerland,180,105,145,135,140,130,165,105,105,210,225,
Sri Lanka,UK,125,130,150,120,80,95,115,130,95,160,,
Stateless,Austria,105,60,55,105,190,235,190,180,290,295,,
Stateless,Belgium,0,5,0,0,0,0,5,0,5,0,0,
Stateless,Bulgaria,10,10,20,10,15,10,20,5,15,10,0,
Stateless,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Stateless,Cyprus,25,20,5,10,0,0,0,5,0,0,,
Stateless,Czech Rep.,0,0,5,0,5,5,5,5,0,0,,
Stateless,Denmark,65,40,25,25,45,80,55,85,135,300,,
Stateless,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Stateless,Finland,0,0,0,5,5,0,5,5,20,0,15,
Stateless,France,25,25,25,20,20,35,20,20,30,20,,
Stateless,Germany,290,150,85,150,165,325,385,290,420,645,640,480
Stateless,Greece,10,40,10,25,50,25,10,10,10,5,,
Stateless,Hungary,0,0,0,0,0,10,0,0,0,0,0,
Stateless,Iceland,0,0,0,0,0,0,0,5,5,5,0,
Stateless,Ireland,0,0,0,0,0,0,0,0,0,0,,
Stateless,Italy,0,0,0,0,0,0,0,0,0,0,0,
Stateless,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Stateless,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Stateless,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Stateless,Malta,0,0,0,0,0,0,0,0,0,,,
Stateless,Netherlands,60,20,25,35,100,125,135,300,375,670,,
Stateless,Norway,25,25,20,20,20,65,55,75,135,325,315,30
Stateless,Poland,5,0,10,5,5,0,5,0,0,5,0,
Stateless,Portugal,0,0,0,0,0,0,0,0,0,0,,
Stateless,Romania,5,0,0,0,0,0,0,0,5,0,,
Stateless,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Stateless,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Stateless,Spain,0,0,0,0,0,0,0,0,0,,,
Stateless,Sweden,300,165,175,170,275,430,540,680,1280,1635,1545,
Stateless,Switzerland,20,30,10,10,15,35,20,15,50,45,70,
Stateless,UK,40,25,15,25,15,30,75,35,100,125,,
Sudan,Austria,10,5,5,5,10,30,30,15,5,5,,
Sudan,Belgium,5,10,0,10,25,15,20,20,10,10,5,
Sudan,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Sudan,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Sudan,Denmark,0,0,0,0,0,5,20,5,10,0,,
Sudan,Estonia,0,5,0,0,0,0,0,0,0,0,0,
Sudan,Finland,0,0,0,0,0,5,0,5,0,5,0,
Sudan,France,110,150,250,260,200,375,435,645,650,615,,
Sudan,Germany,35,35,50,55,40,125,190,180,170,50,75,75
Sudan,Greece,25,15,20,25,20,10,5,0,0,0,,
Sudan,Hungary,5,5,5,5,10,35,115,75,20,0,0,
Sudan,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Ireland,5,0,0,0,0,5,0,0,0,5,,
Sudan,Italy,10,10,15,5,10,20,20,10,25,10,5,
Sudan,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Sudan,Malta,5,0,0,0,0,0,0,0,0,,,
Sudan,Netherlands,5,5,5,15,45,35,35,35,30,20,,
Sudan,Norway,15,10,10,10,45,30,60,60,50,45,35,0
Sudan,Poland,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Portugal,0,0,0,0,0,0,0,0,0,0,,
Sudan,Romania,0,0,0,0,0,0,0,0,0,0,,
Sudan,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Sudan,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Spain,0,0,0,0,0,0,0,0,0,,,
Sudan,Sweden,20,30,15,15,35,45,75,70,70,65,25,
Sudan,Switzerland,5,5,10,10,15,30,85,55,40,10,10,
Sudan,UK,155,105,95,45,265,235,840,420,300,435,,
Syria,Austria,910,670,835,1025,1835,2450,2325,2865,3825,3860,,
Syria,Belgium,275,235,235,225,290,535,680,1230,1925,1955,1755,
Syria,Bulgaria,595,465,395,550,535,865,680,520,455,440,320,
Syria,Croatia,5,5,0,0,0,0,0,0,5,5,0,
Syria,Cyprus,85,55,75,65,70,70,80,55,150,120,,
Syria,Czech Rep.,5,5,10,5,10,10,10,10,5,40,,
Syria,Denmark,315,140,150,245,315,490,480,945,1285,1460,,
Syria,Estonia,0,0,0,10,0,0,0,0,0,0,0,
Syria,Finland,15,15,10,15,10,20,30,75,195,175,190,
Syria,France,160,300,225,280,205,305,230,330,775,660,,
Syria,Germany,6435,4850,5280,5020,5640,8175,10120,11650,18425,30500,31050,25355
Syria,Greece,235,240,245,275,350,385,425,355,265,190,,
Syria,Hungary,555,625,1280,1770,2060,4685,12475,23130,17835,130,35,
Syria,Iceland,0,0,0,0,0,0,5,5,5,0,0,
Syria,Ireland,0,0,0,5,10,0,5,5,20,10,,
Syria,Italy,30,25,25,35,15,25,25,15,170,65,35,
Syria,Latvia,0,0,0,0,0,5,0,0,0,0,0,
Syria,Lithuania,5,0,0,0,0,0,0,0,0,0,0,5
Syria,Luxembourg,0,5,10,10,0,10,20,55,140,115,,
Syria,Malta,20,10,15,15,15,20,25,25,55,,,
Syria,Netherlands,320,195,200,240,445,740,1125,2840,4070,5255,,
Syria,Norway,115,85,75,95,95,185,320,870,2640,3400,2410,275
Syria,Poland,10,5,15,5,15,10,165,25,15,15,15,
Syria,Portugal,0,0,0,0,5,0,0,0,0,5,,
